1,1611.67
2,1295.51
3,3728.2
4,1802.78
5,3124.89
6,2137.47
7,1669.45
8,2806.61
9,2259.19
10,2737.68
11,2088.68
12,2270.18
13,2304.54
14,2280.97
15,2585.79
16,2383.9
17,1636.82
18,1882.17
19,1779.89
20,2370.33
21,2194.17
22,2222.38
23,2946.17
24,3012.36
25,2008.75
26,1553.96
27,1849.21
28,1640.39
29,2596.7
30,2388.13
31,2180.4
32,1698.13
33,1698.13
34,2286.64
35,2273.71
36,1679.68
37,1771.89
38,2556.1
39,2038.73
40,2718.2
41,2718.2
42,1949.7
43,2589.18
44,2008.11
45,2041.19
46,2740.16
47,2740.16
48,2740.16
49,2425.41
50,2631.34
51,1880.79
52,1880.79
53,2453.18
54,2487.34
55,1758.28
56,1974.35
57,1394.17
58,1683.79
59,1683.79
60,4452.14
61,2423.06
62,1320.3
63,2403.59
64,1276.9
65,1920.81
66,1247.28
67,1061.37
68,1459.41
69,1638.01
70,1350.02
71,1465.63
72,1343.27
73,1775.84
74,1745.61
75,1536.72
76,1149.29
77,2225.13
78,1838.69
79,2446.83
80,1530.32
81,1395.8
82,1324.39
83,2384.09
84,1690.02
85,2158.93
86,1174.32
87,2082.4
88,1745.63
89,2541.45
90,1929.96
91,1567.86
92,1158.99
93,1654.95
94,2420.81
95,1550.26
96,1393.02
97,1796.84
98,1631.98
99,1462.45
100,1880.1
101,1719.18
102,2048.55
103,1625.25
104,1569.04
105,1506.61
106,1850
107,1798.47
108,1414.67
109,1718.89
110,1700.83
111,2448.9
112,1867.88
113,1453.75
114,1265.32
115,1560.94
116,1238.13
117,1726.87
118,1678.16
119,1754.92
120,1711.67
121,1514.61
122,1626.34
123,1808.67
124,2669.01
125,1534.11
126,1346.16
127,1813.84
128,1919.66
129,1876.92
130,1864.67
131,1202.62
132,1385.31
133,1834.69
134,1923.09
135,1759.73
136,1344.02
137,2362.24
138,1849.8
139,1881.13
140,1716.25
141,1850.1
142,2464.5
143,1732.84
144,1495.27
145,1825.26
146,1712.71
147,1236.89
148,1623.47
149,1754.84
150,2110.46
151,4218.32
152,3400.01
153,1985.61
154,1416.76
155,1566.68
156,1794.91
157,1766.05
158,2436.05
159,1868.03
160,2130.72
161,1842.06
162,2368.12
163,1941.21
164,1918.44
165,2316.48
166,4587.5
167,2274.47
168,2145.7
169,2490.62
170,3161.79
171,2999.16
172,2069.35
173,2738.04
174,2483.46
175,2052.39
176,2906.63
177,1898.82
178,1604.44
179,2068.36
180,1513.13
181,1259.98
182,1192.89
183,1252.33
184,1772.27
185,1414.99
186,1241.79
187,1296.2
188,1623.37
189,1550.15
190,1317.55
191,1159.3
192,2191.28
193,1678.89
194,3076.01
195,1390.47
196,1280.94
197,175.96
198,1236.96
199,1598.32
200,1469
201,2277.38
202,1239.89
203,1292.97
204,1191.71
205,1748.69
206,1814.27
207,1388.33
208,1945.19
209,2679.01
210,1777.65
211,2404.42
212,1701.99
213,2074.52
214,1302.66
215,1543.11
216,1950.81
217,1376.73
218,1504
219,1596.29
220,1629.81
221,1400.09
222,1177.08
223,1643.61
224,1304.75
225,1237.53
226,1345.88
227,1615.17
228,1103.37
229,1247.57
230,2170.32
231,1289.05
232,1516.01
233,773.7
234,1973.2
235,1955.71
236,1775.19
237,1429.98
238,1399.2
239,1775.79
240,1154.94
241,1250.51
242,999.72
243,1249.92
244,1093.1
245,964.4
246,935.83
